Date,Identifier,Bedroom,Price,Average_Market_Days,RegionName_Crosby,RegionName_Houston,RegionName_Pasadena,RegionName_Porter,State_TX,Metro_Houston-The Woodlands-Sugar Land,CountyName_Harris County,CountyName_Montgomery County
2017-08-31,2134,2,106436.0,,1,0,0,0,1,1,1,0
2017-09-30,2,1,98261.0,82.0,0,1,0,0,1,1,1,0
2017-09-30,2,2,123199.0,82.0,0,1,0,0,1,1,1,0
2017-09-30,2,3,157437.0,82.0,0,1,0,0,1,1,1,0
2017-09-30,2,4,222476.0,82.0,0,1,0,0,1,1,1,0
2017-09-30,2,5,390238.0,82.0,0,1,0,0,1,1,1,0
2017-09-30,223,1,65346.0,63.0,0,0,1,0,1,1,1,0
2017-09-30,223,2,92187.0,63.0,0,0,1,0,1,1,1,0
2017-09-30,223,3,134628.0,63.0,0,0,1,0,1,1,1,0
2017-09-30,1811,2,134441.0,65.0,0,0,0,1,1,1,0,1
2017-09-30,2134,2,106131.0,,1,0,0,0,1,1,1,0
2017-10-31,2,1,98300.0,89.0,0,1,0,0,1,1,1,0
2017-10-31,2,2,123866.0,89.0,0,1,0,0,1,1,1,0
2017-10-31,2,3,157841.0,89.0,0,1,0,0,1,1,1,0
2017-10-31,2,4,222853.0,89.0,0,1,0,0,1,1,1,0
2017-10-31,2,5,390638.0,89.0,0,1,0,0,1,1,1,0
2017-10-31,223,1,65044.0,75.0,0,0,1,0,1,1,1,0
2017-10-31,223,2,92028.0,75.0,0,0,1,0,1,1,1,0
2017-10-31,223,3,135063.0,75.0,0,0,1,0,1,1,1,0
2017-10-31,1811,2,136151.0,83.0,0,0,0,1,1,1,0,1
2017-10-31,2134,2,105924.0,,1,0,0,0,1,1,1,0
2017-11-30,2,1,98429.0,93.0,0,1,0,0,1,1,1,0
2017-11-30,2,2,124553.0,93.0,0,1,0,0,1,1,1,0
2017-11-30,2,3,158408.0,93.0,0,1,0,0,1,1,1,0
2017-11-30,2,4,223174.0,93.0,0,1,0,0,1,1,1,0
2017-11-30,2,5,390638.0,93.0,0,1,0,0,1,1,1,0
2017-11-30,223,1,65610.0,94.0,0,0,1,0,1,1,1,0
2017-11-30,223,2,92947.0,94.0,0,0,1,0,1,1,1,0
2017-11-30,223,3,135905.0,94.0,0,0,1,0,1,1,1,0
2017-11-30,1811,2,137720.0,59.0,0,0,0,1,1,1,0,1
2017-11-30,2134,2,106839.0,,1,0,0,0,1,1,1,0
2017-12-31,2,1,98793.0,80.0,0,1,0,0,1,1,1,0
2017-12-31,2,2,125269.0,80.0,0,1,0,0,1,1,1,0
2017-12-31,2,3,158927.0,80.0,0,1,0,0,1,1,1,0
2017-12-31,2,4,223367.0,80.0,0,1,0,0,1,1,1,0
2017-12-31,2,5,390197.0,80.0,0,1,0,0,1,1,1,0
2017-12-31,223,1,66193.0,92.0,0,0,1,0,1,1,1,0
2017-12-31,223,2,94234.0,92.0,0,0,1,0,1,1,1,0
2017-12-31,223,3,136804.0,92.0,0,0,1,0,1,1,1,0
2017-12-31,1811,2,137952.0,49.0,0,0,0,1,1,1,0,1
2017-12-31,2134,2,107570.0,,1,0,0,0,1,1,1,0
2018-01-31,2,1,99232.0,86.0,0,1,0,0,1,1,1,0
2018-01-31,2,2,125769.0,86.0,0,1,0,0,1,1,1,0
2018-01-31,2,3,159648.0,86.0,0,1,0,0,1,1,1,0
2018-01-31,2,4,223859.0,86.0,0,1,0,0,1,1,1,0
2018-01-31,2,5,390078.0,86.0,0,1,0,0,1,1,1,0
2018-01-31,223,1,67002.0,100.0,0,0,1,0,1,1,1,0
2018-01-31,223,2,95000.0,100.0,0,0,1,0,1,1,1,0
2018-01-31,223,3,138116.0,100.0,0,0,1,0,1,1,1,0
2018-01-31,1811,2,136607.0,53.0,0,0,0,1,1,1,0,1
2018-01-31,2134,2,108003.0,,1,0,0,0,1,1,1,0
2018-02-28,2,1,99434.0,92.0,0,1,0,0,1,1,1,0
2018-02-28,2,2,126073.0,92.0,0,1,0,0,1,1,1,0
2018-02-28,2,3,160235.0,92.0,0,1,0,0,1,1,1,0
2018-02-28,2,4,224291.0,92.0,0,1,0,0,1,1,1,0
2018-02-28,2,5,390002.0,92.0,0,1,0,0,1,1,1,0
2018-02-28,223,1,67444.0,79.0,0,0,1,0,1,1,1,0
2018-02-28,223,2,95051.0,79.0,0,0,1,0,1,1,1,0
2018-02-28,223,3,139193.0,79.0,0,0,1,0,1,1,1,0
2018-02-28,1811,2,133907.0,78.0,0,0,0,1,1,1,0,1
2018-02-28,2134,2,107619.0,,1,0,0,0,1,1,1,0
2018-03-31,2,1,99702.0,73.0,0,1,0,0,1,1,1,0
2018-03-31,2,2,126485.0,73.0,0,1,0,0,1,1,1,0
2018-03-31,2,3,160882.0,73.0,0,1,0,0,1,1,1,0
2018-03-31,2,4,224836.0,73.0,0,1,0,0,1,1,1,0
2018-03-31,2,5,390167.0,73.0,0,1,0,0,1,1,1,0
2018-03-31,223,1,68206.0,57.0,0,0,1,0,1,1,1,0
2018-03-31,223,2,95579.0,57.0,0,0,1,0,1,1,1,0
2018-03-31,223,3,140318.0,57.0,0,0,1,0,1,1,1,0
2018-03-31,1811,2,133380.0,72.0,0,0,0,1,1,1,0,1
2018-03-31,2134,2,107193.0,,1,0,0,0,1,1,1,0
2018-04-30,2,1,100296.0,61.0,0,1,0,0,1,1,1,0
2018-04-30,2,2,127443.0,61.0,0,1,0,0,1,1,1,0
2018-04-30,2,3,161813.0,61.0,0,1,0,0,1,1,1,0
2018-04-30,2,4,225774.0,61.0,0,1,0,0,1,1,1,0
2018-04-30,2,5,390993.0,61.0,0,1,0,0,1,1,1,0
2018-04-30,223,1,68832.0,60.0,0,0,1,0,1,1,1,0
2018-04-30,223,2,96940.0,60.0,0,0,1,0,1,1,1,0
2018-04-30,223,3,141482.0,60.0,0,0,1,0,1,1,1,0
2018-04-30,1811,2,133371.0,82.0,0,0,0,1,1,1,0,1
2018-04-30,2134,2,107196.0,,1,0,0,0,1,1,1,0
2018-05-31,2,1,100960.0,61.0,0,1,0,0,1,1,1,0
2018-05-31,2,2,128444.0,61.0,0,1,0,0,1,1,1,0
2018-05-31,2,3,162823.0,61.0,0,1,0,0,1,1,1,0
2018-05-31,2,4,226676.0,61.0,0,1,0,0,1,1,1,0
2018-05-31,2,5,391840.0,61.0,0,1,0,0,1,1,1,0
2018-05-31,223,1,69231.0,55.0,0,0,1,0,1,1,1,0
2018-05-31,223,2,98258.0,55.0,0,0,1,0,1,1,1,0
2018-05-31,223,3,142804.0,55.0,0,0,1,0,1,1,1,0
2018-05-31,1811,2,134739.0,55.0,0,0,0,1,1,1,0,1
2018-05-31,2134,2,108030.0,,1,0,0,0,1,1,1,0
2018-06-30,2,1,101299.0,66.0,0,1,0,0,1,1,1,0
2018-06-30,2,2,129305.0,66.0,0,1,0,0,1,1,1,0
2018-06-30,2,3,163679.0,66.0,0,1,0,0,1,1,1,0
2018-06-30,2,4,227410.0,66.0,0,1,0,0,1,1,1,0
2018-06-30,2,5,392429.0,66.0,0,1,0,0,1,1,1,0
2018-06-30,223,1,69402.0,63.0,0,0,1,0,1,1,1,0
2018-06-30,223,2,99399.0,63.0,0,0,1,0,1,1,1,0
2018-06-30,223,3,143914.0,63.0,0,0,1,0,1,1,1,0
2018-06-30,1811,2,136134.0,42.5,0,0,0,1,1,1,0,1
2018-06-30,2134,2,109281.0,,1,0,0,0,1,1,1,0
2018-07-31,2,1,101623.0,70.0,0,1,0,0,1,1,1,0
2018-07-31,2,2,130125.0,70.0,0,1,0,0,1,1,1,0
2018-07-31,2,3,164434.0,70.0,0,1,0,0,1,1,1,0
2018-07-31,2,4,227836.0,70.0,0,1,0,0,1,1,1,0
2018-07-31,2,5,392915.0,70.0,0,1,0,0,1,1,1,0
2018-07-31,223,1,69656.0,67.0,0,0,1,0,1,1,1,0
2018-07-31,223,2,100164.0,67.0,0,0,1,0,1,1,1,0
2018-07-31,223,3,144903.0,67.0,0,0,1,0,1,1,1,0
2018-07-31,1811,2,137802.0,47.0,0,0,0,1,1,1,0,1
2018-07-31,2134,2,110842.0,,1,0,0,0,1,1,1,0
2018-08-31,2,1,101855.0,69.0,0,1,0,0,1,1,1,0
2018-08-31,2,2,130990.0,69.0,0,1,0,0,1,1,1,0
2018-08-31,2,3,165336.0,69.0,0,1,0,0,1,1,1,0
2018-08-31,2,4,228669.0,69.0,0,1,0,0,1,1,1,0
2018-08-31,2,5,393711.0,69.0,0,1,0,0,1,1,1,0
2018-08-31,223,1,69972.0,75.5,0,0,1,0,1,1,1,0
2018-08-31,223,2,101517.0,75.5,0,0,1,0,1,1,1,0
2018-08-31,223,3,145884.0,75.5,0,0,1,0,1,1,1,0
2018-08-31,1811,2,139590.0,53.5,0,0,0,1,1,1,0,1
2018-08-31,2134,2,112031.0,,1,0,0,0,1,1,1,0
2018-09-30,2,1,102559.0,74.0,0,1,0,0,1,1,1,0
2018-09-30,2,2,131958.0,74.0,0,1,0,0,1,1,1,0
2018-09-30,2,3,166423.0,74.0,0,1,0,0,1,1,1,0
2018-09-30,2,4,229649.0,74.0,0,1,0,0,1,1,1,0
2018-09-30,2,5,394732.0,74.0,0,1,0,0,1,1,1,0
2018-09-30,223,1,70720.0,89.0,0,0,1,0,1,1,1,0
2018-09-30,223,2,103239.0,89.0,0,0,1,0,1,1,1,0
2018-09-30,223,3,146917.0,89.0,0,0,1,0,1,1,1,0
2018-09-30,1811,2,140629.0,65.0,0,0,0,1,1,1,0,1
2018-09-30,2134,2,112946.0,,1,0,0,0,1,1,1,0
2018-10-31,2,1,102767.0,80.0,0,1,0,0,1,1,1,0
2018-10-31,2,2,132684.0,80.0,0,1,0,0,1,1,1,0
2018-10-31,2,3,167327.0,80.0,0,1,0,0,1,1,1,0
2018-10-31,2,4,230337.0,80.0,0,1,0,0,1,1,1,0
2018-10-31,2,5,395248.0,80.0,0,1,0,0,1,1,1,0
2018-10-31,223,1,71104.0,83.0,0,0,1,0,1,1,1,0
2018-10-31,223,2,105099.0,83.0,0,0,1,0,1,1,1,0
2018-10-31,223,3,147761.0,83.0,0,0,1,0,1,1,1,0
2018-10-31,1811,2,140843.0,62.0,0,0,0,1,1,1,0,1
2018-10-31,2134,2,113352.0,,1,0,0,0,1,1,1,0
2018-11-30,2,1,103192.0,87.0,0,1,0,0,1,1,1,0
2018-11-30,2,2,133776.0,87.0,0,1,0,0,1,1,1,0
2018-11-30,2,3,168170.0,87.0,0,1,0,0,1,1,1,0
2018-11-30,2,4,230931.0,87.0,0,1,0,0,1,1,1,0
2018-11-30,2,5,396213.0,87.0,0,1,0,0,1,1,1,0
2018-11-30,223,1,71398.0,82.0,0,0,1,0,1,1,1,0
2018-11-30,223,2,106666.0,82.0,0,0,1,0,1,1,1,0
2018-11-30,223,3,148519.0,82.0,0,0,1,0,1,1,1,0
2018-11-30,1811,2,140888.0,79.0,0,0,0,1,1,1,0,1
2018-11-30,2134,2,114497.0,,1,0,0,0,1,1,1,0
2018-12-31,2,1,103437.0,89.0,0,1,0,0,1,1,1,0
2018-12-31,2,2,134826.0,89.0,0,1,0,0,1,1,1,0
2018-12-31,2,3,168976.0,89.0,0,1,0,0,1,1,1,0
2018-12-31,2,4,231544.0,89.0,0,1,0,0,1,1,1,0
2018-12-31,2,5,397360.0,89.0,0,1,0,0,1,1,1,0
2018-12-31,223,1,71537.0,90.0,0,0,1,0,1,1,1,0
2018-12-31,223,2,107967.0,90.0,0,0,1,0,1,1,1,0
2018-12-31,223,3,149218.0,90.0,0,0,1,0,1,1,1,0
2018-12-31,1811,2,143188.0,93.5,0,0,0,1,1,1,0,1
2018-12-31,2134,2,116048.0,,1,0,0,0,1,1,1,0
2019-01-31,2,1,104090.0,92.0,0,1,0,0,1,1,1,0
2019-01-31,2,2,136410.0,92.0,0,1,0,0,1,1,1,0
2019-01-31,2,3,170247.0,92.0,0,1,0,0,1,1,1,0
2019-01-31,2,4,232839.0,92.0,0,1,0,0,1,1,1,0
2019-01-31,2,5,399400.0,92.0,0,1,0,0,1,1,1,0
2019-01-31,223,1,72160.0,119.0,0,0,1,0,1,1,1,0
2019-01-31,223,2,109616.0,119.0,0,0,1,0,1,1,1,0
2019-01-31,223,3,150340.0,119.0,0,0,1,0,1,1,1,0
2019-01-31,1811,2,146995.0,60.0,0,0,0,1,1,1,0,1
2019-01-31,2134,2,118153.0,,1,0,0,0,1,1,1,0
2019-02-28,2,1,104592.0,92.0,0,1,0,0,1,1,1,0
2019-02-28,2,2,137433.0,92.0,0,1,0,0,1,1,1,0
2019-02-28,2,3,171291.0,92.0,0,1,0,0,1,1,1,0
2019-02-28,2,4,233783.0,92.0,0,1,0,0,1,1,1,0
2019-02-28,2,5,400688.0,92.0,0,1,0,0,1,1,1,0
2019-02-28,223,1,73132.0,118.0,0,0,1,0,1,1,1,0
2019-02-28,223,2,111135.0,118.0,0,0,1,0,1,1,1,0
2019-02-28,223,3,151387.0,118.0,0,0,1,0,1,1,1,0
2019-02-28,1811,2,151175.0,72.0,0,0,0,1,1,1,0,1
2019-02-28,2134,2,119773.0,,1,0,0,0,1,1,1,0
2019-03-31,2,1,104751.0,83.0,0,1,0,0,1,1,1,0
2019-03-31,2,2,138085.0,83.0,0,1,0,0,1,1,1,0
2019-03-31,2,3,171802.0,83.0,0,1,0,0,1,1,1,0
2019-03-31,2,4,234013.0,83.0,0,1,0,0,1,1,1,0
2019-03-31,2,5,400815.0,83.0,0,1,0,0,1,1,1,0
2019-03-31,223,1,73469.0,111.0,0,0,1,0,1,1,1,0
2019-03-31,223,2,112178.0,111.0,0,0,1,0,1,1,1,0
2019-03-31,223,3,151906.0,111.0,0,0,1,0,1,1,1,0
2019-03-31,1811,2,153482.0,64.0,0,0,0,1,1,1,0,1
2019-03-31,2134,2,121104.0,,1,0,0,0,1,1,1,0
2019-04-30,2,1,104701.0,74.0,0,1,0,0,1,1,1,0
2019-04-30,2,2,138302.0,74.0,0,1,0,0,1,1,1,0
2019-04-30,2,3,171767.0,74.0,0,1,0,0,1,1,1,0
2019-04-30,2,4,233563.0,74.0,0,1,0,0,1,1,1,0
2019-04-30,2,5,399976.0,74.0,0,1,0,0,1,1,1,0
2019-04-30,223,1,73586.0,80.0,0,0,1,0,1,1,1,0
2019-04-30,223,2,112788.0,80.0,0,0,1,0,1,1,1,0
2019-04-30,223,3,152016.0,80.0,0,0,1,0,1,1,1,0
2019-04-30,1811,2,154655.0,51.0,0,0,0,1,1,1,0,1
2019-04-30,2134,2,122335.0,,1,0,0,0,1,1,1,0
2019-05-31,2,1,104701.0,71.0,0,1,0,0,1,1,1,0
2019-05-31,2,2,138738.0,71.0,0,1,0,0,1,1,1,0
2019-05-31,2,3,171866.0,71.0,0,1,0,0,1,1,1,0
2019-05-31,2,4,233452.0,71.0,0,1,0,0,1,1,1,0
2019-05-31,2,5,399517.0,71.0,0,1,0,0,1,1,1,0
2019-05-31,223,1,73906.0,71.0,0,0,1,0,1,1,1,0
2019-05-31,223,2,113641.0,71.0,0,0,1,0,1,1,1,0
2019-05-31,223,3,152161.0,71.0,0,0,1,0,1,1,1,0
2019-05-31,1811,2,155553.0,48.0,0,0,0,1,1,1,0,1
2019-05-31,2134,2,122952.0,,1,0,0,0,1,1,1,0
2019-06-30,2,1,104937.0,70.0,0,1,0,0,1,1,1,0
2019-06-30,2,2,139385.0,70.0,0,1,0,0,1,1,1,0
2019-06-30,2,3,172367.0,70.0,0,1,0,0,1,1,1,0
2019-06-30,2,4,233793.0,70.0,0,1,0,0,1,1,1,0
2019-06-30,2,5,399859.0,70.0,0,1,0,0,1,1,1,0
2019-06-30,223,1,74562.0,69.0,0,0,1,0,1,1,1,0
2019-06-30,223,2,114380.0,69.0,0,0,1,0,1,1,1,0
2019-06-30,223,3,152755.0,69.0,0,0,1,0,1,1,1,0
2019-06-30,1811,2,156578.0,48.0,0,0,0,1,1,1,0,1
2019-06-30,2134,2,123526.0,89.0,1,0,0,0,1,1,1,0
2019-07-31,2,1,105155.0,67.0,0,1,0,0,1,1,1,0
2019-07-31,2,2,140043.0,67.0,0,1,0,0,1,1,1,0
2019-07-31,2,3,172991.0,67.0,0,1,0,0,1,1,1,0
2019-07-31,2,4,234391.0,67.0,0,1,0,0,1,1,1,0
2019-07-31,2,5,400303.0,67.0,0,1,0,0,1,1,1,0
2019-07-31,223,1,75147.0,82.0,0,0,1,0,1,1,1,0
2019-07-31,223,2,115389.0,82.0,0,0,1,0,1,1,1,0
2019-07-31,223,3,153490.0,82.0,0,0,1,0,1,1,1,0
2019-07-31,1811,2,157223.0,54.0,0,0,0,1,1,1,0,1
2019-07-31,2134,2,123792.0,133.0,1,0,0,0,1,1,1,0
2019-08-31,2,1,105502.0,71.0,0,1,0,0,1,1,1,0
2019-08-31,2,2,140703.0,71.0,0,1,0,0,1,1,1,0
2019-08-31,2,3,173649.0,71.0,0,1,0,0,1,1,1,0
2019-08-31,2,4,234813.0,71.0,0,1,0,0,1,1,1,0
2019-08-31,2,5,400679.0,71.0,0,1,0,0,1,1,1,0
2019-08-31,223,1,76023.0,92.0,0,0,1,0,1,1,1,0
2019-08-31,223,2,116293.0,92.0,0,0,1,0,1,1,1,0
2019-08-31,223,3,154477.0,92.0,0,0,1,0,1,1,1,0
2019-08-31,1811,2,157596.0,59.0,0,0,0,1,1,1,0,1
2019-08-31,2134,2,124861.0,141.0,1,0,0,0,1,1,1,0
2019-09-30,2,1,105618.0,81.0,0,1,0,0,1,1,1,0
2019-09-30,2,2,141259.0,81.0,0,1,0,0,1,1,1,0
2019-09-30,2,3,174131.0,81.0,0,1,0,0,1,1,1,0
2019-09-30,2,4,235069.0,81.0,0,1,0,0,1,1,1,0
2019-09-30,2,5,400727.0,81.0,0,1,0,0,1,1,1,0
2019-09-30,223,1,76737.0,85.0,0,0,1,0,1,1,1,0
2019-09-30,223,2,117388.0,85.0,0,0,1,0,1,1,1,0
2019-09-30,223,3,155339.0,85.0,0,0,1,0,1,1,1,0
2019-09-30,1811,2,158328.0,79.0,0,0,0,1,1,1,0,1
2019-09-30,2134,2,125669.0,110.0,1,0,0,0,1,1,1,0
2019-10-31,2,1,106083.0,86.0,0,1,0,0,1,1,1,0
2019-10-31,2,2,142048.0,86.0,0,1,0,0,1,1,1,0
2019-10-31,2,3,174780.0,86.0,0,1,0,0,1,1,1,0
2019-10-31,2,4,235604.0,86.0,0,1,0,0,1,1,1,0
2019-10-31,2,5,401211.0,86.0,0,1,0,0,1,1,1,0
2019-10-31,223,1,77658.0,89.0,0,0,1,0,1,1,1,0
2019-10-31,223,2,118433.0,89.0,0,0,1,0,1,1,1,0
2019-10-31,223,3,156365.0,89.0,0,0,1,0,1,1,1,0
2019-10-31,1811,2,159420.0,63.0,0,0,0,1,1,1,0,1
2019-10-31,2134,2,126817.0,140.0,1,0,0,0,1,1,1,0
2019-11-30,2,1,106186.0,92.0,0,1,0,0,1,1,1,0
2019-11-30,2,2,142366.0,92.0,0,1,0,0,1,1,1,0
2019-11-30,2,3,175298.0,92.0,0,1,0,0,1,1,1,0
2019-11-30,2,4,236122.0,92.0,0,1,0,0,1,1,1,0
2019-11-30,2,5,401360.0,92.0,0,1,0,0,1,1,1,0
2019-11-30,223,1,78152.0,100.0,0,0,1,0,1,1,1,0
2019-11-30,223,2,119022.0,100.0,0,0,1,0,1,1,1,0
2019-11-30,223,3,157161.0,100.0,0,0,1,0,1,1,1,0
2019-11-30,1811,2,160409.0,86.0,0,0,0,1,1,1,0,1
2019-11-30,2134,2,126739.0,142.0,1,0,0,0,1,1,1,0
2019-12-31,2,1,106299.0,94.0,0,1,0,0,1,1,1,0
2019-12-31,2,2,142724.0,94.0,0,1,0,0,1,1,1,0
2019-12-31,2,3,175883.0,94.0,0,1,0,0,1,1,1,0
2019-12-31,2,4,236717.0,94.0,0,1,0,0,1,1,1,0
2019-12-31,2,5,401643.0,94.0,0,1,0,0,1,1,1,0
2019-12-31,223,1,78765.0,109.0,0,0,1,0,1,1,1,0
2019-12-31,223,2,119590.0,109.0,0,0,1,0,1,1,1,0
2019-12-31,223,3,158018.0,109.0,0,0,1,0,1,1,1,0
2019-12-31,1811,2,160070.0,70.0,0,0,0,1,1,1,0,1
2019-12-31,2134,2,126353.0,185.0,1,0,0,0,1,1,1,0
2020-01-31,2,1,106161.0,104.0,0,1,0,0,1,1,1,0
2020-01-31,2,2,142883.0,104.0,0,1,0,0,1,1,1,0
2020-01-31,2,3,176138.0,104.0,0,1,0,0,1,1,1,0
2020-01-31,2,4,236815.0,104.0,0,1,0,0,1,1,1,0
2020-01-31,2,5,401345.0,104.0,0,1,0,0,1,1,1,0
2020-01-31,223,1,79073.0,102.0,0,0,1,0,1,1,1,0
2020-01-31,223,2,120315.0,102.0,0,0,1,0,1,1,1,0
2020-01-31,223,3,158518.0,102.0,0,0,1,0,1,1,1,0
2020-01-31,1811,2,158822.0,97.0,0,0,0,1,1,1,0,1
2020-01-31,2134,2,125649.0,145.0,1,0,0,0,1,1,1,0
2020-02-29,2,1,106271.0,99.0,0,1,0,0,1,1,1,0
2020-02-29,2,2,143623.0,99.0,0,1,0,0,1,1,1,0
2020-02-29,2,3,176669.0,99.0,0,1,0,0,1,1,1,0
2020-02-29,2,4,237271.0,99.0,0,1,0,0,1,1,1,0
2020-02-29,2,5,401709.0,99.0,0,1,0,0,1,1,1,0
2020-02-29,223,1,79380.0,100.0,0,0,1,0,1,1,1,0
2020-02-29,223,2,121517.0,100.0,0,0,1,0,1,1,1,0
2020-02-29,223,3,159204.0,100.0,0,0,1,0,1,1,1,0
2020-02-29,1811,2,157660.0,108.0,0,0,0,1,1,1,0,1
2020-02-29,2134,2,125585.0,156.0,1,0,0,0,1,1,1,0
